zoneamento;tam_terreno;forma_terreno;qualidade_geral;condicao;ano_construcao;qualidade_aquecedor;ar_condicionado;tam_primeiro_andar;tam_segundo_andar;tam_sala_estar;qtde_quartos;qualidade_cozinha;qtde_banheiros;qtde_comodos;qtde_lareiras;qtde_carros_garagem;tam_garagem;tam_piscina;qualidade_piscina;mes_venda;ano_venda;preco
RL;981.2414859999999;Reg;8;5;2007;Ex;Y;149.57383000000002;51.189553000000004;200.763383;3;Ex;1;8;1;3;73.300467;0.0;NotAv;11;2007;1322033.44
RL;765.892332;IR1;7;5;2004;Ex;Y;78.03851999999999;81.75464000000001;159.79316;3;Gd;2;7;1;2;40.877320000000005;0.0;NotAv;5;2007;745009.9999999999
RL;1548.600107;IR1;8;6;1981;TA;Y;158.585421;0.0;158.585421;2;TA;2;6;1;2;47.473433;0.0;NotAv;1;2006;925680.0
RM;1148.095274;IR1;5;6;1941;TA;Y;79.339162;0.0;128.391946;2;TA;1;7;0;2;61.31598;0.0;NotAv;5;2007;521710.0
RL;2951.52831;IR1;6;5;1960;Fa;Y;153.847368;0.0;153.847368;3;TA;1;7;2;2;49.052784;0.0;NotAv;5;2010;872899.9999999999
RL;492.943318;IR1;7;7;1987;Gd;Y;98.848792;65.31080899999999;164.159601;2;Gd;2;5;1;2;46.823112;0.0;NotAv;6;2006;970340.0
RL;947.331891;IR1;6;5;1961;TA;Y;126.53388600000001;0.0;126.53388600000001;3;TA;1;6;1;2;46.823112;0.0;NotAv;6;2008;661779.9999999999
RL;1153.4836480000001;IR1;6;5;1986;TA;Y;153.382853;0.0;153.382853;3;TA;2;7;1;2;57.228248;0.0;NotAv;11;2008;747039.9999999999
RL;1171.971345;Reg;6;7;1950;TA;Y;200.484674;0.0;200.484674;4;Gd;2;7;1;2;53.512128000000004;0.0;NotAv;6;2007;986580.0
RL;931.7241869999999;IR1;6;5;1988;TA;Y;108.13909199999999;83.241088;191.38018;4;TA;2;8;1;2;48.402463;0.0;NotAv;9;2007;856659.9999999999
RL;1268.12595;Reg;5;5;1958;Ex;Y;116.31455600000001;62.059204;178.37376;4;Gd;2;8;1;2;41.899253;0.0;NotAv;7;2006;700349.9999999999
RL;1618.6489689999999;IR1;9;5;2008;Ex;Y;207.545302;0.0;207.545302;1;Ex;2;9;1;3;108.324898;0.0;NotAv;7;2009;2037458.22
RM;791.53356;Reg;5;6;1923;TA;Y;89.930104;0.0;89.930104;2;TA;1;5;0;2;44.59344;0.0;NotAv;7;2007;406000.0
FV;196.675651;Reg;6;5;2000;Ex;Y;71.44240699999999;70.234668;141.677075;3;Gd;2;5;1;2;40.877320000000005;0.0;NotAv;6;2007;718619.9999999999
RL;704.947964;Reg;7;6;1920;Gd;Y;83.705603;83.705603;167.411206;4;TA;1;9;1;1;20.067048;0.0;NotAv;7;2006;812405.9999999999
RL;841.70118;Reg;5;6;1957;Ex;Y;124.49002;0.0;124.49002;3;TA;1;7;1;1;23.411556;0.0;NotAv;6;2007;487200.0
RM;1061.509678;Reg;7;5;2003;Ex;Y;126.53388600000001;66.89016;193.424046;3;Gd;2;6;0;2;44.965052;0.0;NotAv;6;2008;811999.9999999999
RL;691.012514;IR1;5;8;1908;Gd;Y;86.957208;29.357348;116.31455600000001;3;TA;1;5;0;2;53.512128000000004;0.0;NotAv;6;2006;515620.0
RM;2132.12385;IR2;10;9;1892;Ex;Y;141.026754;141.026754;335.194024;4;Ex;2;12;2;3;78.03851999999999;0.0;NotAv;6;2006;1928500.0
RL;924.106141;IR1;7;5;1990;Ex;Y;113.062951;0.0;113.062951;3;Gd;2;6;0;2;46.172791;0.0;NotAv;6;2009;702379.9999999999
RL;967.1202300000001;Reg;5;7;1916;Ex;Y;75.065624;65.403712;153.847368;3;TA;2;8;0;1;16.72254;0.0;NotAv;8;2009;548100.0
RL;651.993254;Reg;5;5;1979;TA;Y;113.713272;0.0;113.713272;2;TA;0;6;2;2;49.052784;0.0;NotAv;6;2009;622548.22
RL;457.36146900000006;Reg;8;5;2001;Ex;Y;147.994479;0.0;147.994479;0;Ex;1;5;1;2;63.359846;0.0;NotAv;8;2008;1161160.0
RL;981.98471;Reg;8;8;1932;TA;Y;143.906747;109.439734;253.346481;3;Gd;2;10;2;2;40.877320000000005;0.0;NotAv;12;2007;1278899.9999999998
RL;694.171216;IR1;7;9;1972;Gd;Y;67.354675;70.048862;137.403537;4;Gd;1;7;0;2;44.965052;0.0;NotAv;6;2007;747039.9999999999
RL;837.7063509999999;IR1;7;5;1999;Ex;Y;132.94419299999998;0.0;132.94419299999998;3;Gd;2;6;0;2;61.873398;0.0;NotAv;9;2009;779519.9999999999
RM;234.301366;Reg;7;5;2004;Ex;Y;90.11591;68.65531700000001;158.771227;3;Gd;2;7;0;2;35.30314;0.0;NotAv;5;2006;527800.0
RL;667.04354;IR1;5;7;1972;TA;Y;80.268192;0.0;80.268192;3;TA;1;5;0;1;32.701856;0.0;NotAv;5;2008;515620.0
RL;211.81884;Reg;6;6;1976;TA;Y;79.43206500000001;55.834703000000005;135.26676799999998;3;TA;2;7;1;2;40.877320000000005;0.0;NotAv;7;2009;602910.0
RL;874.7746480000001;Reg;7;5;2007;Ex;Y;160.350578;0.0;160.350578;3;Ex;2;8;1;3;73.02175799999999;0.0;NotAv;9;2007;1266200.3199999998
RL;2361.501357;Reg;8;4;1918;Gd;Y;126.34808000000001;126.34808000000001;289.114136;4;Gd;2;8;1;2;73.857885;47.566336;Ex;3;2006;954100.0
RM;512.82456;Reg;6;6;1912;Ex;Y;86.306887;86.306887;207.08078700000002;5;TA;1;8;0;0;0.0;0.0;NotAv;7;2009;422240.0
RL;891.032673;Reg;8;5;2004;Ex;Y;159.14283899999998;0.0;159.14283899999998;3;Ex;2;7;1;3;79.524968;0.0;NotAv;1;2009;1116094.0
RM;793.949038;Reg;4;5;2003;Ex;Y;104.144263;0.0;104.144263;2;TA;2;5;0;2;40.877320000000005;0.0;NotAv;3;2010;568400.0
RL;940.642875;Reg;6;6;1977;TA;Y;118.82293700000001;0.0;118.82293700000001;3;TA;2;6;2;2;43.943119;0.0;NotAv;2;2008;696289.9999999999
RL;650.321;Reg;6;6;1924;Gd;Y;80.36109499999999;41.341834999999996;121.70293000000001;2;TA;2;6;0;1;36.975394;0.0;NotAv;5;2006;454720.0
RM;412.303514;Reg;6;5;2004;Ex;Y;78.78174399999999;0.0;78.78174399999999;1;Gd;1;3;1;2;39.019259999999996;0.0;NotAv;1;2008;604939.9999999999
RM;325.1605;Reg;5;7;1947;TA;Y;66.89016;52.397292;119.287452;2;TA;1;5;0;1;22.29672;0.0;NotAv;4;2009;446600.0
RL;1100.993453;Reg;7;5;1990;Ex;Y;133.966126;0.0;133.966126;3;TA;2;5;0;2;46.4515;0.0;NotAv;5;2009;732829.9999999999
RL;1270.262719;IR1;5;5;1962;TA;Y;157.56348799999998;0.0;157.56348799999998;3;TA;1;8;1;1;32.423147;0.0;NotAv;3;2007;584234.0
RL;1160.6371789999998;IR1;4;5;1960;TA;Y;102.1933;0.0;102.1933;3;TA;1;6;1;1;28.985736;0.0;NotAv;4;2008;572460.0
RL;1334.458692;IR1;7;5;1988;Ex;Y;109.62553999999999;81.940446;191.565986;3;TA;2;7;1;2;42.177962;0.0;NotAv;4;2007;1124620.0
RL;766.44975;Reg;6;7;1964;Ex;Y;101.450076;0.0;101.450076;3;TA;1;6;0;2;46.823112;0.0;NotAv;7;2008;588700.0
RL;520.628412;Reg;5;6;1925;TA;N;80.268192;0.0;80.268192;2;TA;1;5;0;0;0.0;0.0;NotAv;4;2008;397880.0
RL;968.04926;Reg;6;5;2009;Ex;Y;112.598436;0.0;112.598436;3;Gd;2;6;0;2;42.73538;0.0;NotAv;3;2010;755159.9999999999
FV;802.68192;Reg;7;5;2009;Ex;Y;86.585596;85.47076;172.056356;3;Gd;2;7;1;2;59.82953199999999;0.0;NotAv;7;2009;1025872.68
RL;1260.5079039999998;IR2;5;5;1995;Ex;Y;91.97397;0.0;91.97397;3;TA;1;5;0;2;53.512128000000004;0.0;NotAv;7;2006;633359.9999999999
RL;1012.6427;IR1;6;7;1977;Ex;Y;64.01016700000001;65.31080899999999;129.320976;3;TA;1;6;0;1;27.777996999999996;0.0;NotAv;3;2010;656704.9999999999
RL;930.051933;IR1;5;6;1957;TA;Y;114.82810800000001;0.0;114.82810800000001;2;Gd;1;6;1;1;41.527640999999996;0.0;NotAv;5;2006;545867.0
RL;785.03035;Reg;7;5;2004;Ex;Y;133.40870800000002;0.0;133.40870800000002;3;Gd;2;8;0;2;44.965052;0.0;NotAv;4;2008;852599.9999999999
RM;920.297118;Reg;4;4;1925;Fa;N;75.25143;48.123754;123.375184;3;TA;1;8;0;1;19.509629999999998;0.0;NotAv;9;2006;434420.0
RL;1454.8609800000002;IR1;7;9;1939;Ex;Y;105.630711;75.901751;181.532462;3;Gd;1;8;2;2;40.041193;0.0;NotAv;5;2008;1264689.9999999998
RL;279.63802999999996;Reg;7;5;2005;Ex;Y;115.942944;0.0;115.942944;2;Gd;2;5;0;2;40.691514;0.0;NotAv;3;2006;678994.3999999999
RL;835.1979699999998;IR1;7;5;2006;Ex;Y;139.168694;0.0;139.168694;2;Gd;2;5;0;2;62.709525;0.0;NotAv;4;2006;831893.9999999999
RL;749.5414039999998;IR1;6;5;2002;Ex;Y;93.83203;116.779071;210.611101;4;Gd;2;8;1;2;36.23217;0.0;NotAv;12;2009;811999.9999999999
RL;1066.061925;Reg;6;6;1975;TA;Y;75.34433299999999;68.841123;144.18545600000002;3;TA;2;6;1;2;40.319902;0.0;NotAv;2;2006;730393.9999999999
RL;975.4815;Reg;4;6;1971;Gd;Y;80.268192;0.0;80.268192;2;TA;1;4;0;2;53.512128000000004;0.0;NotAv;3;2009;393820.0
RL;1251.589216;Reg;10;5;2003;Ex;Y;222.22397599999996;0.0;222.22397599999996;3;Ex;2;8;1;3;89.930104;0.0;NotAv;6;2009;1568174.9999999998
RM;156.07703999999998;Reg;5;5;1971;TA;Y;58.528890000000004;62.430816;120.95970600000001;3;TA;2;6;0;1;26.01284;0.0;NotAv;5;2009;454720.0
RL;924.38485;IR1;7;5;1995;Ex;Y;112.78424199999999;121.331318;234.11556000000002;4;Gd;2;9;1;3;66.983063;0.0;NotAv;6;2007;1177400.0
RM;173.635707;Reg;6;6;1970;TA;Y;44.872149;46.823112;91.695261;2;TA;1;5;0;1;26.01284;0.0;NotAv;9;2008;430360.0
RL;791.626463;Reg;5;5;1967;TA;Y;84.727536;0.0;84.727536;3;TA;1;5;1;1;31.215408;0.0;NotAv;5;2010;507500.0
RL;295.617346;Reg;7;5;2005;Ex;Y;144.46416499999998;0.0;144.46416499999998;2;Gd;2;7;1;2;39.94829;0.0;NotAv;5;2009;781549.9999999999
RL;813.83028;Reg;6;6;1959;TA;Y;110.92618200000001;0.0;110.92618200000001;3;TA;1;6;0;1;28.985736;0.0;NotAv;4;2010;600880.0
RL;1406.365614;IR1;8;5;1995;Ex;Y;138.42547;121.14551200000001;259.57098199999996;4;Ex;2;9;1;3;75.25143;0.0;NotAv;7;2009;1636179.9999999998
RM;156.07703999999998;Reg;6;5;1972;TA;Y;44.872149;46.823112;91.695261;2;TA;1;5;1;1;26.756064000000002;0.0;NotAv;6;2006;383670.0
RL;989.41695;Reg;5;6;1976;TA;Y;83.05528199999999;0.0;83.05528199999999;3;TA;1;5;0;1;28.614124;0.0;NotAv;2;2010;520492.0
RL;729.3814530000001;Reg;6;5;2002;Ex;Y;79.89658;102.1933;182.08988;4;Gd;2;8;2;2;40.877320000000005;0.0;NotAv;5;2010;878989.9999999999
RM;156.07703999999998;Reg;6;3;1971;TA;Y;44.872149;46.823112;91.695261;2;TA;1;5;0;1;24.526392;0.0;NotAv;8;2008;363370.0
RL;815.0380190000001;Reg;7;5;2004;Ex;Y;131.36484199999998;0.0;131.36484199999998;3;Gd;2;6;0;2;45.894082;0.0;NotAv;5;2010;753129.9999999999
RL;878.212059;IR1;7;7;1993;Ex;Y;94.203642;67.81919;162.022832;3;Gd;2;7;0;2;42.456671;0.0;NotAv;2;2010;789669.9999999999
RL;1117.62309;Reg;8;5;2007;Ex;Y;157.377682;0.0;157.377682;3;Gd;2;7;0;3;75.994654;0.0;NotAv;12;2007;1291079.9999999998
RL;812.0651230000001;Reg;6;4;1945;TA;Y;74.13659399999999;64.01016700000001;138.146761;3;TA;1;7;1;1;20.438660000000002;0.0;NotAv;4;2010;458780.0
FV;836.127;Reg;8;5;2008;Ex;Y;145.486098;0.0;145.486098;3;Gd;2;7;0;2;69.67725;0.0;NotAv;4;2010;1065750.0
RM;360.46364;Reg;5;9;1945;Gd;Y;80.453998;0.0;80.453998;2;Gd;1;4;0;0;0.0;0.0;NotAv;8;2007;448630.0
RM;464.515;Reg;5;4;1900;Gd;N;82.590767;51.189553000000004;133.78032;3;TA;1;6;0;1;32.701856;0.0;NotAv;4;2006;320739.99999999994
RL;999.8220859999999;Reg;6;6;1980;TA;Y;58.157278000000005;54.905673;113.062951;3;TA;1;6;1;1;26.756064000000002;0.0;NotAv;4;2009;487200.0
RL;824.97864;IR1;7;5;1994;Ex;Y;113.52746599999999;82.49786399999998;196.02533;3;Gd;2;8;2;2;43.014089;0.0;NotAv;5;2010;832299.9999999999
RL;966.1912;Reg;7;5;1988;Gd;Y;173.914416;0.0;173.914416;3;TA;2;6;1;2;56.113412;0.0;NotAv;6;2006;980490.0
RM;849.319226;Reg;6;8;1910;Gd;N;84.355924;94.76106;179.116984;4;Fa;2;9;0;1;40.877320000000005;0.0;NotAv;4;2006;556220.0
RL;1050.7329300000001;Reg;6;5;1954;Ex;Y;127.741625;0.0;127.741625;2;TA;1;5;1;2;41.899253;0.0;NotAv;6;2006;568400.0
RL;1051.383251;Reg;7;5;2003;Ex;Y;78.03851999999999;76.923684;154.962204;3;Gd;2;8;0;2;46.4515;0.0;NotAv;9;2007;730799.9999999999
RL;14771.577;IR2;6;7;1958;Gd;Y;134.15193200000002;65.0321;199.184032;4;Gd;2;7;2;2;36.139267;0.0;NotAv;6;2007;1124620.0
RL;497.03105;IR1;3;2;1940;Ex;Y;121.331318;0.0;121.331318;3;Fa;1;6;0;0;0.0;0.0;NotAv;5;2010;310589.99999999994
RM;441.28925;IR1;8;5;2006;Ex;Y;150.967375;0.0;150.967375;2;Gd;2;5;1;2;49.981814;0.0;NotAv;12;2007;954100.0
RL;777.226498;IR1;6;5;2004;Ex;Y;74.13659399999999;78.224326;152.36092;3;Gd;2;6;0;2;48.30956;0.0;NotAv;12;2008;702379.9999999999
RL;868.64305;Reg;6;7;1964;Ex;Y;120.95970600000001;0.0;120.95970600000001;3;Gd;2;7;0;1;28.707027000000004;0.0;NotAv;10;2007;641479.9999999999
RL;780.3851999999998;Reg;5;6;1957;TA;Y;122.074542;0.0;122.074542;3;TA;1;5;0;1;27.313482;0.0;NotAv;6;2010;588700.0
RL;811.7864139999999;IR1;7;5;1999;Ex;Y;93.367515;119.473258;212.84077299999998;4;Gd;2;8;1;2;39.855387;0.0;NotAv;2;2006;933800.0
FV;816.710273;IR1;6;5;2003;Ex;Y;80.268192;80.268192;160.536384;3;Gd;2;7;0;2;62.52371899999999;0.0;NotAv;5;2008;842449.9999999999
RL;818.847042;Reg;7;5;2006;Ex;Y;149.016412;0.0;149.016412;3;Gd;2;8;1;2;61.31598;0.0;NotAv;3;2009;893199.9999999999
RL;1155.2488050000002;Reg;7;5;2001;Ex;Y;89.46558900000001;77.016587;166.482176;3;Gd;2;7;1;2;52.397292;0.0;NotAv;5;2008;939890.0
RM;1180.053906;Reg;5;5;1956;Gd;Y;81.940446;0.0;81.940446;2;TA;1;4;0;1;28.614124;0.0;NotAv;12;2008;393820.0
RL;1792.656288;Reg;6;5;1962;TA;Y;128.391946;0.0;128.391946;3;TA;1;6;1;2;82.12625200000001;0.0;NotAv;5;2009;714559.9999999999
RL;890.7539640000001;IR1;8;5;2007;Ex;Y;137.682246;101.450076;239.13232200000002;3;Ex;2;10;1;3;80.639804;0.0;NotAv;11;2007;1120560.0
RL;786.981313;IR1;6;7;1977;TA;Y;112.598436;0.0;112.598436;3;TA;1;6;1;2;45.708276;0.0;NotAv;7;2006;613059.9999999999
RM;510.9665;Reg;5;7;1929;TA;Y;86.028178;0.0;122.260348;3;TA;1;6;0;2;44.965052;0.0;NotAv;4;2010;527800.0
RM;486.068496;IR3;5;5;1925;Gd;N;70.977892;0.0;70.977892;2;TA;1;4;0;2;46.823112;0.0;NotAv;6;2008;296380.0
RL;1123.19727;IR1;6;6;1981;TA;Y;132.10806599999998;0.0;132.10806599999998;3;Gd;2;7;1;2;53.512128000000004;0.0;NotAv;6;2008;712529.9999999999
RL;1041.163921;IR1;6;5;1997;Gd;Y;74.508206;65.868227;140.37643300000002;3;TA;2;8;1;2;38.368939000000005;0.0;NotAv;6;2006;751099.9999999999
RL;780.3851999999998;Reg;5;8;1939;Ex;Y;97.733956;66.89016;203.643376;4;Gd;2;8;1;1;22.29672;0.0;NotAv;7;2008;728769.9999999999
RM;641.0307;Reg;5;6;1940;Ex;Y;72.278534;0.0;72.278534;2;TA;1;4;1;1;85.842372;0.0;NotAv;2;2008;489230.0
RL;735.513051;IR1;6;7;1976;TA;Y;103.401039;0.0;103.401039;3;TA;1;6;1;1;46.823112;0.0;NotAv;5;2007;600880.0
FV;996.663384;Reg;8;5;2006;Gd;Y;101.728785;78.41013199999999;180.138917;3;Gd;2;8;1;3;97.826859;0.0;NotAv;8;2006;1079960.0
RL;3632.8789119999997;IR1;7;7;1954;Ex;Y;126.62678899999999;0.0;126.62678899999999;2;TA;1;5;2;2;40.784417;0.0;NotAv;4;2008;980490.0
RL;1092.910892;IR1;8;7;1999;Ex;Y;108.13909199999999;102.750718;210.88981;4;Gd;2;9;1;3;62.337913;0.0;NotAv;4;2010;1177400.0
RL;891.8688;Reg;6;6;1958;Gd;Y;151.617696;0.0;151.617696;3;TA;2;6;1;1;31.401214000000003;0.0;NotAv;4;2009;564340.0
RL;772.395542;Reg;5;7;1982;TA;Y;75.808848;0.0;75.808848;2;TA;1;5;0;1;24.526392;0.0;NotAv;6;2007;505470.0
RL;674.847392;Reg;7;7;1925;Gd;N;88.443656;55.370188;143.813844;3;Ex;2;5;0;2;62.430816;0.0;NotAv;10;2009;832299.9999999999
RL;854.335988;IR1;7;5;2003;Ex;Y;144.92868;0.0;144.92868;3;Gd;2;7;0;2;53.233419;0.0;NotAv;4;2010;816059.9999999999
RL;1777.9776140000001;Reg;4;5;1951;Ex;Y;80.268192;0.0;80.268192;2;TA;1;4;0;2;37.1612;0.0;NotAv;6;2010;572460.0
RL;1342.44835;Reg;9;5;2006;Ex;Y;197.047263;0.0;197.047263;3;Ex;2;8;1;3;68.00499599999999;0.0;NotAv;5;2007;1686109.88
RL;929.4945150000001;Reg;7;5;1977;Ex;Y;107.395868;80.453998;187.849866;4;TA;2;8;1;2;46.916015;0.0;NotAv;3;2008;779519.9999999999
RL;1048.596161;Reg;7;6;1989;Gd;Y;109.161025;74.97272099999998;184.133746;3;Gd;2;7;1;2;53.419225;0.0;NotAv;1;2007;927710.0
FV;668.9016;Reg;6;5;2006;Gd;Y;117.24358600000001;0.0;117.24358600000001;2;Gd;2;5;0;2;53.140516000000005;0.0;NotAv;5;2006;751099.9999999999
RL;470.367889;Reg;7;5;2007;Ex;Y;122.074542;0.0;122.074542;2;Gd;2;6;1;2;58.157278000000005;0.0;NotAv;4;2009;842449.9999999999
RL;892.9836359999999;Reg;8;5;2008;Ex;Y;136.381604;0.0;136.381604;3;Gd;2;6;1;3;83.42689399999999;0.0;NotAv;12;2009;993076.0
RL;744.338836;Reg;6;5;1992;Gd;Y;146.322225;0.0;146.322225;2;Gd;2;5;0;2;49.145687;0.0;NotAv;7;2007;727551.9999999999
FV;394.930653;IR1;7;5;2006;Ex;Y;58.064375;58.064375;116.12875;2;Gd;2;5;0;2;49.052784;0.0;NotAv;6;2007;668681.9999999999
RL;909.148758;IR1;6;7;1962;TA;Y;100.799755;60.294047;161.093802;3;Gd;1;7;1;2;40.877320000000005;0.0;NotAv;6;2006;645539.9999999999
RL;754.836875;IR1;4;4;1971;TA;Y;79.710774;0.0;79.710774;3;TA;1;5;0;0;0.0;0.0;NotAv;6;2006;357279.99999999994
RL;912.214557;IR1;5;5;1967;TA;Y;83.6127;0.0;83.6127;3;TA;1;5;0;1;26.01284;0.0;NotAv;2;2010;495320.0
RL;811.04319;Reg;6;7;1915;Ex;Y;64.846294;64.846294;129.692588;3;TA;1;7;0;1;35.674752000000005;0.0;NotAv;7;2007;623514.4999999999
RL;1450.308733;Reg;8;5;2006;Ex;Y;100.242337;78.03851999999999;178.280857;3;Gd;2;8;1;2;63.638555000000004;0.0;NotAv;7;2006;946913.8
RL;528.339361;Reg;5;6;1912;Ex;N;86.957208;72.46433999999998;159.421548;6;Fa;2;9;0;0;0.0;0.0;NotAv;3;2008;551754.0
RL;1059.930327;Reg;5;4;1949;Gd;Y;106.652644;52.768904000000006;159.421548;3;TA;1;8;1;1;26.105743;0.0;NotAv;1;2009;531860.0
RL;1547.671077;IR1;7;7;1977;Fa;Y;136.381604;73.857885;210.23948900000002;3;Gd;2;9;1;2;50.074717;0.0;NotAv;3;2006;954100.0
RL;891.8688;Reg;6;5;1953;TA;Y;152.73253200000002;0.0;152.73253200000002;3;TA;1;7;2;2;38.833453999999996;0.0;NotAv;10;2009;678019.9999999999
RL;737.371111;IR1;6;6;1984;TA;Y;93.181709;0.0;93.181709;3;TA;1;6;0;2;54.626964;0.0;NotAv;3;2006;578550.0
RM;1273.7001300000002;Reg;5;5;1950;TA;Y;84.54173;60.20114399999999;144.742874;4;TA;1;6;0;1;26.198646;0.0;NotAv;6;2007;617119.9999999999
FV;687.3892969999998;IR1;7;5;1997;Ex;Y;90.580425;90.580425;181.16085;3;Gd;2;7;1;2;53.512128000000004;0.0;NotAv;6;2007;970340.0
RL;1086.9651;Reg;6;6;1968;Gd;Y;96.712023;65.217906;161.92992900000002;3;TA;1;7;1;2;50.074717;0.0;NotAv;6;2007;710499.9999999999
RL;1300.642;Reg;6;8;1950;Ex;Y;107.02425600000001;0.0;107.02425600000001;3;Gd;1;6;1;1;27.8709;0.0;NotAv;8;2009;643509.9999999999
RL;1463.22225;Reg;5;5;1953;TA;Y;124.118408;0.0;124.118408;2;TA;1;5;2;1;34.838625;0.0;NotAv;6;2006;637419.9999999999
RL;1507.444078;IR3;8;5;1998;Ex;Y;112.41263000000001;115.385526;227.798156;4;Gd;2;9;1;2;63.452749;0.0;NotAv;5;2007;1084020.0
RL;1273.1427119999998;IR1;7;5;2001;Ex;Y;143.163523;0.0;143.163523;3;Gd;2;6;1;3;78.317229;0.0;NotAv;1;2006;832299.9999999999
RL;910.4494;Reg;5;7;1972;TA;Y;83.05528199999999;0.0;83.05528199999999;3;TA;1;5;0;2;51.282456;0.0;NotAv;7;2006;608593.9999999999
RM;1708.1145579999998;Reg;7;9;1880;Ex;Y;155.612525;168.89765400000002;324.510179;3;Gd;3;10;1;3;80.82561;0.0;NotAv;5;2008;1197700.0
RL;964.890558;Reg;8;5;2004;Ex;Y;185.80599999999998;0.0;185.80599999999998;3;Gd;2;8;0;3;82.49786399999998;0.0;NotAv;7;2007;1241953.9999999998
RL;1251.775022;Reg;7;5;1990;Gd;Y;104.237166;104.144263;208.381429;4;Gd;2;8;1;3;69.305638;0.0;NotAv;6;2007;913500.0
RM;735.79176;IR1;6;7;1920;TA;Y;96.154605;34.467013;130.62161799999998;3;Fa;1;6;0;0;0.0;0.0;NotAv;3;2008;363370.0
RL;1146.608826;IR1;4;5;1940;Ex;Y;79.98948299999998;0.0;79.98948299999998;1;TA;1;4;0;2;50.074717;0.0;NotAv;3;2009;334949.99999999994
RL;1149.953334;IR1;9;5;2003;Ex;Y;180.603432;0.0;180.603432;3;Ex;2;8;3;3;65.775324;0.0;NotAv;11;2006;1461599.9999999998
RL;713.959555;IR1;6;5;1993;Gd;Y;64.75339100000001;74.694012;139.447403;3;Gd;2;6;1;2;39.019259999999996;0.0;NotAv;5;2006;672335.9999999999
RL;743.2239999999999;Reg;6;6;1948;Ex;Y;90.301716;0.0;90.301716;2;TA;1;5;1;1;22.29672;0.0;NotAv;5;2009;535920.0
RM;724.6434;Reg;5;7;1939;TA;Y;73.67207900000001;30.193475;103.865554;3;TA;1;5;1;2;38.09023;0.0;NotAv;5;2006;486794.0
RL;19996.906235;IR3;7;5;1965;TA;Y;189.150508;0.0;189.150508;3;TA;2;8;2;2;47.659239;0.0;NotAv;6;2009;1522499.9999999998
RM;891.8688;Reg;7;7;1925;Ex;Y;77.295296;75.158527;152.453823;3;Ex;1;6;1;2;50.725038;0.0;NotAv;8;2006;722679.9999999999
RL;724.1788849999999;IR1;7;5;2004;Ex;Y;66.518548;66.518548;133.037096;3;Gd;2;6;1;2;40.134096;0.0;NotAv;7;2009;765309.9999999999
RL;1208.203515;IR1;7;7;1980;TA;Y;107.11715900000002;111.4836;218.60075899999998;4;Ex;2;10;1;2;44.965052;0.0;NotAv;8;2009;1055600.0
FV;836.127;Reg;8;5;2006;Ex;Y;101.078464;80.918513;181.99697700000002;3;Gd;2;8;1;3;95.225575;0.0;NotAv;12;2007;1096200.0
RL;919.7397;Reg;7;5;1993;Ex;Y;127.462916;118.35842199999999;245.821338;4;Gd;2;9;1;3;60.944368000000004;0.0;NotAv;4;2009;1055600.0
RL;1311.3258449999998;Reg;7;5;1980;TA;Y;136.75321599999998;0.0;136.75321599999998;3;TA;2;6;2;2;54.626964;0.0;NotAv;6;2009;761249.9999999999
RL;1510.509877;Reg;9;5;2006;Ex;Y;116.035847;125.140341;241.176188;4;Gd;3;9;0;3;78.03851999999999;0.0;NotAv;9;2006;1391130.5799999998
RL;1124.0333970000002;IR1;8;5;2004;Ex;Y;105.53780800000001;123.746796;229.284604;4;Gd;2;10;1;3;81.011416;0.0;NotAv;6;2007;1437239.9999999998
RL;964.3331400000001;IR1;7;5;1986;Ex;Y;144.278359;109.34683100000001;253.62519;4;Gd;2;8;1;2;53.512128000000004;0.0;NotAv;8;2007;1222059.9999999998
RM;540.6954599999999;Reg;3;8;1955;Ex;Y;108.04618899999998;0.0;108.04618899999998;3;TA;1;6;0;1;20.438660000000002;0.0;NotAv;7;2006;512270.5
RL;1047.481325;Reg;7;7;1967;Ex;Y;176.329894;100.33524;276.66513399999997;5;Gd;2;11;1;2;52.397292;0.0;NotAv;6;2010;982520.0
RM;464.515;Reg;5;6;1941;Po;N;74.601109;0.0;74.601109;2;TA;1;5;0;2;33.44508;0.0;NotAv;12;2007;353219.99999999994
RL;1007.6259380000001;IR1;8;5;1993;Ex;Y;159.700257;0.0;159.700257;1;Gd;1;6;2;2;43.943119;0.0;NotAv;5;2008;1315439.9999999998
RL;1077.6748;Reg;6;5;1960;TA;Y;128.484849;0.0;128.484849;3;TA;1;7;0;1;27.127676;0.0;NotAv;4;2006;589715.0
RL;1104.4308640000002;IR1;6;6;1916;Gd;N;134.24483500000002;64.01016700000001;198.255002;5;Gd;2;10;0;2;40.970223;0.0;NotAv;7;2009;870869.9999999999
RM;594.765006;Reg;5;5;1920;TA;N;55.370188;55.370188;110.740376;3;TA;1;6;0;1;17.558667;0.0;NotAv;7;2009;316679.99999999994
RL;987.001472;IR1;5;4;1964;TA;Y;160.536384;0.0;160.536384;6;TA;2;10;0;1;32.701856;0.0;NotAv;11;2007;483140.0
RL;759.574928;Reg;5;6;1958;Fa;Y;98.105568;0.0;98.105568;3;TA;1;6;0;1;28.614124;0.0;NotAv;8;2007;564340.0
RL;989.881465;IR1;8;5;2003;Ex;Y;151.338987;0.0;151.338987;3;Gd;2;7;1;3;81.75464000000001;0.0;NotAv;10;2009;1153040.0
